序号	记录类型	分类目	分类科	分类亚科	昆虫名称	共生体分类门	共生体分类目	共生体分类属	共生体分类级别	共生体分类阶元	共生体名称	种类	寄生位置	传播模式	功能	功能标签	共生体序列数据	基因组序号	参考文献	doi号	期刊	出版年份	备注
RISB1392	Symbiont	Lepidoptera	Noctuidae	Amphipyrinae	Spodoptera frugiperda	Pseudomonadota	Enterobacterales	Enterobacter	Genus	Enterobacter	Enterobacter sp. FAW4-1	Bacteria	None	None	microbe-mediated assaults by maize defenses on the fall armyworm on the insect digestive and immune system reduced growth and elevated mortality in these insects	Plant defense	None	None	Plant defenses interact with insect enteric bacteria by initiating a leaky gut syndrome	10.1073/pnas.1908748116	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	2019	None
RISB1393	Symbiont	Lepidoptera	Noctuidae	Amphipyrinae	Spodoptera frugiperda	Bacillota	Lactobacillales	Enterococcus	Genus	Enterococcus	Enterococcus sp. FAW13-5	Bacteria	None	None	microbe-mediated assaults by maize defenses on the fall armyworm on the insect digestive and immune system reduced growth and elevated mortality in these insects	Plant defense	None	None	Plant defenses interact with insect enteric bacteria by initiating a leaky gut syndrome	10.1073/pnas.1908748116	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	2019	None
RISB1394	Symbiont	Lepidoptera	Noctuidae	Amphipyrinae	Spodoptera frugiperda	Pseudomonadota	Enterobacterales	Klebsiella	Genus	Klebsiella	Klebsiella sp. FAW8-1	Bacteria	None	None	microbe-mediated assaults by maize defenses on the fall armyworm on the insect digestive and immune system reduced growth and elevated mortality in these insects	Plant defense	None	None	Plant defenses interact with insect enteric bacteria by initiating a leaky gut syndrome	10.1073/pnas.1908748116	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	2019	None
RISB1395	Symbiont	Coleoptera	Chrysomelidae	Cassidinae	Octodonta nipae	Pseudomonadota	Rickettsiales	Wolbachia	Genus	Wolbachia	Wolbachia	Bacteria	Intracellular	None	None	None	None	None	Pyrosequencing Uncovers a Shift in Bacterial Communities Across Life Stages of Octodonta nipae (Coleoptera: Chrysomelidae)	10.3389/fmicb.2019.00466	FRONTIERS IN MICROBIOLOGY	2019	None
RISB1396	Symbiont	Diptera	Anthomyiidae	Anthomyiinae	Delia antiqua	Pseudomonadota	Enterobacterales	Citrobacter	Genus	Citrobacter	Citrobacter freundii	Bacteria	Extracellular	None	suppressed Beauveria bassiana conidia germination and hyphal growth	Antimicrobials	None	None	Repressed Beauveria bassiana infections in Delia antiqua due to associated microbiota	10.1002/ps.5084	PEST MANAGEMENT SCIENCE	2019	None
RISB1397	Symbiont	Diptera	Anthomyiidae	Anthomyiinae	Delia antiqua	Pseudomonadota	Enterobacterales	Enterobacter	Genus	Enterobacter	Enterobacter ludwigii	Bacteria	Extracellular	None	suppressed Beauveria bassiana conidia germination and hyphal growth	Antimicrobials	None	None	Repressed Beauveria bassiana infections in Delia antiqua due to associated microbiota	10.1002/ps.5084	PEST MANAGEMENT SCIENCE	2019	None
RISB1398	Symbiont	Diptera	Anthomyiidae	Anthomyiinae	Delia antiqua	Pseudomonadota	Pseudomonadales	Pseudomonas	Genus	Pseudomonas	Pseudomonas protegens	Bacteria	Extracellular	None	suppressed Beauveria bassiana conidia germination and hyphal growth	Antimicrobials	None	None	Repressed Beauveria bassiana infections in Delia antiqua due to associated microbiota	10.1002/ps.5084	PEST MANAGEMENT SCIENCE	2019	None
RISB1399	Symbiont	Diptera	Anthomyiidae	Anthomyiinae	Delia antiqua	Pseudomonadota	Enterobacterales	Serratia	Genus	Serratia	Serratia plymuthica	Bacteria	Extracellular	None	suppressed Beauveria bassiana conidia germination and hyphal growth	Antimicrobials	None	None	Repressed Beauveria bassiana infections in Delia antiqua due to associated microbiota	10.1002/ps.5084	PEST MANAGEMENT SCIENCE	2019	None
RISB1400	Symbiont	Diptera	Anthomyiidae	Anthomyiinae	Delia antiqua	Bacteroidota	Sphingobacteriales	Sphingobacterium	Genus	Sphingobacterium	Sphingobacterium faecium	Bacteria	Extracellular	None	suppressed Beauveria bassiana conidia germination and hyphal growth	Antimicrobials	None	None	Repressed Beauveria bassiana infections in Delia antiqua due to associated microbiota	10.1002/ps.5084	PEST MANAGEMENT SCIENCE	2019	None
RISB1401	Symbiont	Diptera	Anthomyiidae	Anthomyiinae	Delia antiqua	Pseudomonadota	Lysobacterales	Stenotrophomonas	Genus	Stenotrophomonas	Stenotrophomonas maltophilia	Bacteria	Extracellular	None	suppressed Beauveria bassiana conidia germination and hyphal growth	Antimicrobials	None	None	Repressed Beauveria bassiana infections in Delia antiqua due to associated microbiota	10.1002/ps.5084	PEST MANAGEMENT SCIENCE	2019	None
RISB1402	Amplicon	Diptera	Chironomidae	Chironominae	Chironomus transvaalensis	None	None	None	None	None	gut bacteria	Bacteria	Extracellular	None	None	None	SRR7825142-SRR7825228	None	Seasonal dynamics of Chironomus transvaalensis populations and the microbial community composition of their egg masses	10.1093/femsle/fnaa008	FEMS MICROBIOLOGY LETTERS	2019	None
RISB1403	Symbiont	Coleoptera	Nitidulidae	Nitidulinae	Aethina tumida	Ascomycota	Serinales	Kodamaea	Genus	Kodamaea	Kodamaea ohmeri	Fungi	Extracellular	Horizontal	the volatiles produced by yeast-containing bee pollen dough eaten by beetle larvae are more attractive to adults	None	None	None	Small Hive Beetle (Coleoptera: Nitidulidae) and the Yeast, Kodamaea ohmeri: A Facultative Relationship Under Laboratory Conditions	10.1093/jee/toy378	JOURNAL OF ECONOMIC ENTOMOLOGY	2019	None
RISB1404	Symbiont	Lepidoptera	Noctuidae	Amphipyrinae	Spodoptera litura	Bacillota	Lactobacillales	Enterococcus	Genus	Enterococcus	Enterococcus mundtii	Bacteria	None	None	degrading flubendiamide	Pesticide metabolization	None	None	Soil and entomopathogenic fungi with potential for biodegradation of insecticides: degradation of flubendiamide in vivo by fungi and in vitro by laccase	10.1007/s13213-019-01536-w	Annals of Microbiology	2019	None
RISB1405	Symbiont	Lepidoptera	Noctuidae	Amphipyrinae	Spodoptera litura	Bacillota	Lactobacillales	Enterococcus	Genus	Enterococcus	Enterococcus casseliflavus	Bacteria	None	None	degrading flubendiamide	Pesticide metabolization	None	None	Soil and entomopathogenic fungi with potential for biodegradation of insecticides: degradation of flubendiamide in vivo by fungi and in vitro by laccase	10.1007/s13213-019-01536-w	Annals of Microbiology	2019	None
RISB1406	Symbiont	Lepidoptera	Erebidae	Erebinae	Anticarsia gemmatalis	Ascomycota	Sordariales	Neurospora	Genus	Neurospora	Neurospora	Fungi	None	None	degrading flubendiamide	Pesticide metabolization	None	None	Soil and entomopathogenic fungi with potential for biodegradation of insecticides: degradation of flubendiamide in vivo by fungi and in vitro by laccase	10.1007/s13213-019-01536-w	Annals of Microbiology	2019	None
RISB1407	Amplicon	Lepidoptera	Pyralidae	Galleriinae	Neotropical butterflies	None	None	None	None	None	Bacterial and fungal gut microbiota	Bacteria	None	None	digest compounds abundant in foods	Digestive enzymes	SRR8178115-SRR8178555	None	Structure and function of the bacterial and fungal gut microbiota of Neotropical butterflies	10.1002/ecm.1346	ECOLOGICAL MONOGRAPHS	2019	None
RISB1408	Symbiont	Diptera	Tephritidae	Trypetinae	Anastrepha fraterculus	Pseudomonadota	Rickettsiales	Wolbachia	Genus	Wolbachia	Wolbachia	Bacteria	Intracellular	Vertical	Wolbachia is the only known reproductive symbiont present in these morphotypes. Wolbachia reduced the ability for embryonic development in crosses involving cured females and infected males within each morphotype (uni-directional CI).	Nutrient provision	MG977022-MG977028	None	Symbionts do not affect the mating incompatibility between the Brazilian-1 and Peruvian morphotypes of the Anastrepha fraterculus cryptic species complex	10.1038/s41598-019-54704-y	SCIENTIFIC REPORTS	2019	None
RISB1409	Symbiont	Diptera	Tephritidae	Dacinae	Bactrocera oleae	None	None	None	None	None	gut bacteria	Bacteria	Extracellular	Vertical	both the host attributes and the native gut-symbionts drive oviposition preference towards green olives in B. oleae	None	None	None	Symbiotic bacteria affect oviposition behavior in the olive fruit fly Bactrocera oleae	10.1016/j.jinsphys.2019.103917	JOURNAL OF INSECT PHYSIOLOGY	2019	None
RISB1410	Symbiont	Diptera	Tephritidae	Dacinae	Bactrocera oleae	Pseudomonadota	Enterobacterales	Pantoea	Genus	Pantoea	Pantoea	Bacteria	Extracellular	Vertical	Affect oviposition behavior, morphogenesis and development	Growth and Development	None	None	Symbiotic bacteria affect oviposition behavior in the olive fruit fly Bactrocera oleae	10.1016/j.jinsphys.2019.103917	JOURNAL OF INSECT PHYSIOLOGY	2019	None
RISB1411	Symbiont	Diptera	Tephritidae	Dacinae	Bactrocera dorsalis	Bacillota	Lactobacillales	Enterococcus	Genus	Enterococcus	Enterococcus faecalis	Bacteria	Extracellular	None	female Bactrocera dorsalis fed Enterococcus faecalis and Klebsiella oxytoca enriched diets lived longer but had lower fecundity	Growth and Development,Fertility	MK764696	None	Symbiotic bacteria motivate the foraging decision and promote fecundity and survival of Bactrocera dorsalis (Diptera: Tephritidae)	10.1186/s12866-019-1607-3	BMC MICROBIOLOGY	2019	None
RISB1412	Symbiont	Diptera	Tephritidae	Dacinae	Bactrocera dorsalis	Pseudomonadota	Enterobacterales	Klebsiella	Genus	Klebsiella	Klebsiella oxytoca	Bacteria	None	None	female Bactrocera dorsalis fed Enterococcus faecalis and Klebsiella oxytoca enriched diets lived longer but had lower fecundity	Growth and Development,Fertility	MK749918	None	Symbiotic bacteria motivate the foraging decision and promote fecundity and survival of Bactrocera dorsalis (Diptera: Tephritidae)	10.1186/s12866-019-1607-3	BMC MICROBIOLOGY	2019	None
RISB1413	Symbiont	Diptera	Tephritidae	Dacinae	Bactrocera dorsalis	Pseudomonadota	Enterobacterales	Pantoea	Genus	Pantoea	Pantoea dispersa	Bacteria	None	None	causing female Bactrocera dorsalis laid more eggs but had shorter lifespan	Growth and Development,Fertility	MK749919	None	Symbiotic bacteria motivate the foraging decision and promote fecundity and survival of Bactrocera dorsalis (Diptera: Tephritidae)	10.1186/s12866-019-1607-3	BMC MICROBIOLOGY	2019	None
RISB1414	Symbiont	Diptera	Tephritidae	Dacinae	Bactrocera dorsalis	Pseudomonadota	Enterobacterales	Enterobacter	Genus	Enterobacter	Enterobacter cloacae	Bacteria	Extracellular	None	causing female Bactrocera dorsalis laid more eggs but had shorter lifespan	Growth and Development,Fertility	MK749920	None	Symbiotic bacteria motivate the foraging decision and promote fecundity and survival of Bactrocera dorsalis (Diptera: Tephritidae)	10.1186/s12866-019-1607-3	BMC Microbiology	2019	None
RISB1415	Symbiont	Blattodea	Rhinotermitidae	Psammotermitinae	Psammotermes hypostoma	Bacillota	Bacillales	Bacillus	Genus	Bacillus	Bacillus cereus	Bacteria	Extracellular	None	isolates showed significant cellulolytic activity	Digestive enzymes	MG991567	None	Symbiotic cellulolytic bacteria from the gut of the subterranean termite Psammotermes hypostoma Desneux and their role in cellulose digestion	10.1186/s13568-019-0830-5	AMB EXPRESS	2019	None
RISB1416	Symbiont	Blattodea	Rhinotermitidae	Psammotermitinae	Psammotermes hypostoma	Bacillota	Bacillales	Lysinibacillus	Genus	Lysinibacillus	Lysinibacillus macrolides	Bacteria	Extracellular	None	isolates showed significant cellulolytic activity	Digestive enzymes	MG991564	None	Symbiotic cellulolytic bacteria from the gut of the subterranean termite Psammotermes hypostoma Desneux and their role in cellulose digestion	10.1186/s13568-019-0830-5	AMB EXPRESS	2019	None
RISB1417	Symbiont	Blattodea	Rhinotermitidae	Psammotermitinae	Psammotermes hypostoma	Bacillota	Bacillales	Lysinibacillus	Genus	Lysinibacillus	Lysinibacillus fusiformis	Bacteria	Extracellular	None	isolates showed significant cellulolytic activity	Digestive enzymes	MG991566	None	Symbiotic cellulolytic bacteria from the gut of the subterranean termite Psammotermes hypostoma Desneux and their role in cellulose digestion	10.1186/s13568-019-0830-5	AMB EXPRESS	2019	None
RISB1418	Symbiont	Blattodea	Rhinotermitidae	Psammotermitinae	Psammotermes hypostoma	Bacillota	Bacillales	Paenibacillus	Genus	Paenibacillus	Paenibacillus lactis	Bacteria	Extracellular	None	isolates showed significant cellulolytic activity	Digestive enzymes	MG991563	None	Symbiotic cellulolytic bacteria from the gut of the subterranean termite Psammotermes hypostoma Desneux and their role in cellulose digestion	10.1186/s13568-019-0830-5	AMB EXPRESS	2019	None
RISB1419	Symbiont	Blattodea	Rhinotermitidae	Psammotermitinae	Psammotermes hypostoma	Pseudomonadota	Lysobacterales	Stenotrophomonas	Genus	Stenotrophomonas	Stenotrophomonas maltophilia	Bacteria	Extracellular	None	isolates showed significant cellulolytic activity	Digestive enzymes	MG991565	None	Symbiotic cellulolytic bacteria from the gut of the subterranean termite Psammotermes hypostoma Desneux and their role in cellulose digestion	10.1186/s13568-019-0830-5	AMB EXPRESS	2019	None
RISB1420	Symbiont	Coleoptera	Curculionidae	Entiminae	Otiorhynchus sulcatus	Pseudomonadota	None	Candidatus Nardonella	Genus	Candidatus Nardonella	Candidatus Nardonella	Bacteria	None	None	None	None	None	None	The bacterial community associated with adult vine weevil (Otiorhynchus sulcatus) in UK populations growing on strawberry is dominated by Candidatus Nardonella	10.1111/eea.12757	ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA	2019	None
RISB1421	Amplicon	Coleoptera	Curculionidae	Entiminae	Otiorhynchus sulcatus	None	None	None	None	None	bacteria	Bacteria	None	None	None	None	ERX3121101	None	The bacterial community associated with adult vine weevil (Otiorhynchus sulcatus) in UK populations growing on strawberry is dominated by Candidatus Nardonella	10.1111/eea.12757	ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA	2019	None
RISB1422	Symbiont	Hymenoptera	Apidae	Apinae	Bombus sp.	Bacillota	Lactobacillales	Lactobacillus	Genus	Lactobacillus	Lactobacillus bombicola	Bacteria	Extracellular	None	The bumble bee microbiome slightly increases survivorship when the host is exposed to selenate	Probiotic	None	None	The bumble bee microbiome increases survival of bees exposed to selenate toxicity	10.1111/1462-2920.14641	ENVIRONMENTAL MICROBIOLOGY	2019	None
RISB1423	Symbiont	Hymenoptera	Apidae	Apinae	Bombus sp.	Pseudomonadota	Neisseriales	Snodgrassella	Genus	Snodgrassella	Snodgrassella alvi	Bacteria	Extracellular	None	The bumble bee microbiome slightly increases survivorship when the host is exposed to selenate	Probiotic	None	None	The bumble bee microbiome increases survival of bees exposed to selenate toxicity	10.1111/1462-2920.14641	ENVIRONMENTAL MICROBIOLOGY	2019	None
RISB1424	Symbiont	Hemiptera	Aphididae	Aphidinae	Aphis aurantii	Pseudomonadota	Rickettsiales	Rickettsia	Genus	Rickettsia	Rickettsia	Bacteria	Intracellular	None	None	None	None	None	THE DETECTION AND MIDGUT INTRACELLULAR LOCATION OF RICKETTSIA SYMBIONT IN THE CAMELLIA APHID (APHIS AURANTII)	10.15666/aeer/1705_1220312212	APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH	2019	None
RISB1425	Symbiont	Hymenoptera	Formicidae	Formicinae	Formica exsecta	Pseudomonadota	Rickettsiales	Wolbachia	Genus	Wolbachia	Wolbachia wFex	Bacteria	Intracellular	None	show considerable rates of gene transfer from the symbiont to the host	None	GCA_003704235.1	GISB0283	The first draft genomes of the ant Formica exsecta, and its Wolbachia endosymbiont reveal extensive gene transfer from endosymbiont to host	10.1186/s12864-019-5665-6	BMC GENOMICS	2019	None
RISB1426	Symbiont	Lepidoptera	Lycaenidae	Polyommatinae	Maculinea alcon	Pseudomonadota	Enterobacterales	Serratia	Genus	Serratia	Serratia marcescens	Bacteria	None	None	been associated with growth-promoting activity, is capable of producing volatile pyrazines, including 2,5-dimethylpyrazine and 3-ethyl-2,5-dimethylpyrazine, which are used as pheromones by ants	Chemical biosynthesis,Growth and Development	None	None	The Microbiome of the Maculinea-Myrmica Host-Parasite Interaction	10.1038/s41598-019-44514-7	SCIENTIFIC REPORTS	2019	None
RISB1427	Symbiont	Lepidoptera	Lycaenidae	Polyommatinae	Maculinea alcon	Pseudomonadota	Enterobacterales	Serratia	Genus	Serratia	Serratia entomophila	Bacteria	None	None	may play a specific role in the production of deceptive pyrazines	Chemical biosynthesis	None	None	The Microbiome of the Maculinea-Myrmica Host-Parasite Interaction	10.1038/s41598-019-44514-7	SCIENTIFIC REPORTS	2019	None
RISB1428	Symbiont	Coleoptera	Curculionidae	Dryophthorinae	Rhynchophorus ferrugineus	Pseudomonadota	Enterobacterales	Enterobacter	Genus	Enterobacter	Enterobacter cloacae	Bacteria	Extracellular	None	promote the development and body mass gain of RPW larvae by improving their nutrition metabolism	Nutrient provision,Growth and Development	None	None	The Promoting Effect of Gut Microbiota on Growth and Development of Red Palm Weevil, Rhynchophorus ferrugineus (Olivier) (Coleoptera: Dryophthoridae) by Modulating Its Nutritional Metabolism	10.3389/fmicb.2019.01212	FRONTIERS IN MICROBIOLOGY	2019	None
