ID	Title	Authors	doi	Journal	Publish Time	Species	Symbiont
3177	Scent of a killer: How could killer yeast boost its dispersal?	Buser, CC; Jokela, J; Martin, OY	10.1002/ece3.7534	ECOLOGY AND EVOLUTION	2021	None	None
3178	Bacterial Community Structure and the Dominant Species in Imported Pollens for Artificial Pollination	Kim, SH; Do, H; Cho, G; Kim, DR; Kwak, YS	10.5423/PPJ.NT.02.2021.0029	PLANT PATHOLOGY JOURNAL	2021	None	None
3179	Cultivable bacterial communities associated with the salivary gland ofAedes aegypti	Balaji, S; Shekaran, SG; Prabagaran, SR	10.1007/s42690-020-00310-9	INTERNATIONAL JOURNAL OF TROPICAL INSECT SCIENCE	2021	None	None
3180	Monitoring a beneficial bacterium (Bacillus amyloliquefaciens) in the rhizosphere with arugula herbivory	dos Santos, RC; Fokar, M; Romagnoli, EM; Aziz, M; Bento, JMS; Paré, PW	10.1016/j.rhisph.2021.100347	RHIZOSPHERE	2021	None	None
3181	Evolutionary Rates are Correlated Between Buchnera Endosymbionts and the Mitochondrial Genomes of Their Aphid Hosts	Arab, DA; Lo, N	10.1007/s00239-021-10001-9	JOURNAL OF MOLECULAR EVOLUTION	2021	None	None
3182	Forward genetics in Wolbachia: Regulation of Wolbachia proliferation by the amplification and deletion of an addictive genomic island	Duarte, EH; Carvalho, A; López-Madrigal, S; Costa, J; Teixeira, L	10.1371/journal.pgen.1009612	PLOS GENETICS	2021	None	None
3183	Paratransgenic manipulation of a tsetse microRNA alters the physiological homeostasis of the fly's midgut environment	Yang, L; Weiss, BL; Williams, AE; Aksoy, E; Orfano, AD; Son, JH; Wu, YN; Vigneron, A; Karakus, M; Aksoy, S	10.1371/journal.ppat.1009475	PLOS PATHOGENS	2021	None	None
3184	Interactions among Norway spruce, the bark beetle Ips typographus and its fungal symbionts in times of drought	Netherer, S; Kandasamy, D; Jirosová, A; Kalinová, B; Schebeck, M; Schlyter, F	10.1007/s10340-021-01341-y	JOURNAL OF PEST SCIENCE	2021	None	None
3185	Altered gene expression profile of Wolbachia pipientis wAlbB strain following transinfection from its native host Aedes albopictus to Aedes aegypti cells	Bishop, C; Asgari, S	10.1111/mmi.14668	MOLECULAR MICROBIOLOGY	2021	None	None
3186	Lizards and bromeliads in the Neotropics: literature review and relevance of this association to conservation	Jorge, JD; Sales, RFD; Silva, VTC; Freire, EMX	10.1007/s13199-021-00779-z	SYMBIOSIS	2021	None	None
3187	Gut Microbiota Dynamics in Natural Populations of Pintomyia evansi under Experimental Infection with Leishmania infantum	Vivero, RJ; Castañeda-Monsalve, VA; Romero, LR; Hurst, GD; Cadavid-Restrepo, G; Moreno-Herrera, CX	10.3390/microorganisms9061214	MICROORGANISMS	2021	None	None
3188	A natural symbiotic bacterium drives mosquito refractoriness to Plasmodium infection via secretion of an antimalarial lipase	Gao, H; Bai, L; Jiang, YM; Huang, W; Wang, LL; Li, SG; Zhu, GD; Wang, DQ; Huang, ZH; Li, XS; Cao, J; Jiang, LB; Jacobs-Lorena, M; Zhan, S; Wang, SB	10.1038/s41564-021-00899-8	NATURE MICROBIOLOGY	2021	None	None
3189	Identification of fungus-growing termites and mutualistic Termitomyces from two provinces in Thailand	Shaleh, I; Jannual, N; Hasin, S; Kaewgrajang, T; Raffiudin, R; Nipitwattanaphon, M	10.1007/s42690-020-00355-w	INTERNATIONAL JOURNAL OF TROPICAL INSECT SCIENCE	2021	None	None
3190	Fitness costs for fig wasps that fail to pollinate their host Ficus perforata	Jandér, KC	10.1007/s13199-021-00781-5	SYMBIOSIS	2021	None	None
3191	Field-Level Exposure of Bumble Bees to Fungicides Applied to a Commercial Cherry Orchard	Kuivila, KM; Judd, H; Hladik, ML; Strange, JP	10.1093/jee/toab051	JOURNAL OF ECONOMIC ENTOMOLOGY	2021	None	None
3192	Interactions Between Tsetse Endosymbionts and Glossina pallidipes Salivary Gland Hypertrophy Virus in Glossina Hosts	Demirbas-Uzel, G; Augustinos, AA; Doudoumis, V; Parker, AG; Tsiamis, G; Bourtzis, K; Abd-Alla, AMM	10.3389/fmicb.2021.653880	FRONTIERS IN MICROBIOLOGY	2021	None	None
3193	Unlocking the potential of insect and ruminant host symbionts for recycling of lignocellulosic carbon with a biorefinery approach: a review	Rajeswari, G; Jacob, S; Chandel, AK; Kumar, V	10.1186/s12934-021-01597-0	MICROBIAL CELL FACTORIES	2021	None	None
3194	Rectal bacteria produce sex pheromones in the male oriental fruit fly	Ren, L; Ma, YG; Xie, MX; Lu, YY; Cheng, DF	10.1016/j.cub.2021.02.046	CURRENT BIOLOGY	2021	None	None
3195	Sex pheromones: Made with a little help from my (bacterial) friends	Engl, T	10.1016/j.cub.2021.03.074	CURRENT BIOLOGY	2021	None	None
3196	Critical posthumanism for all: a call to reject insect speciesism	Gunderman, H; White, R	10.1108/IJSSP-09-2019-0196	INTERNATIONAL JOURNAL OF SOCIOLOGY AND SOCIAL POLICY	2021	None	None
3197	Moving apart together: co-movement of a symbiont community and their ant host, and its importance for community assembly	Parmentier, T; Claus, R; De Laender, F; Bonte, D	10.1186/s40462-021-00259-5	MOVEMENT ECOLOGY	2021	None	None
3198	Hijacking the Mustard-Oil Bomb: How a Glucosinolate-Sequestering Flea Beetle Copes With Plant Myrosinases	Sporer, T; Körnig, J; Wielsch, N; Gebauer-Jung, S; Reichelt, M; Hupfer, Y; Beran, F	10.3389/fpls.2021.645030	FRONTIERS IN PLANT SCIENCE	2021	None	None
3199	Experimental Warming Reduces Survival, Cold Tolerance, and Gut Prokaryotic Diversity of the Eastern Subterranean Termite, Reticulitermes flavipes (Kollar)	Arango, RA; Schoville, SD; Currie, CR; Carlos-Shanley, C	10.3389/fmicb.2021.632715	FRONTIERS IN MICROBIOLOGY	2021	None	None
3200	Aging-related changes in the sensitivity of behavioral effects of the neonicotinoid pesticide clothianidin in male mice	Hirano, T; Miyata, Y; Kubo, S; Ohno, S; Onaru, K; Maeda, M; Kitauchi, S; Nishi, M; Tabuchi, Y; Ikenaka, Y; Ichise, T; Nakayama, SMM; Ishizuka, M; Arizono, K; Takahashi, K; Kato, K; Mantani, Y; Yokoyama, T; Hoshi, N	10.1016/j.toxlet.2021.02.010	TOXICOLOGY LETTERS	2021	None	None
3201	Comprehensive Ecological and Geographic Characterization of Eukaryotic and Prokaryotic Microbiomes in African Anopheles	Cuesta, EB; Coulibaly, B; Bukhari, T; Eiglmeier, K; Kone, R; Coulibaly, MB; Zongo, S; Barry, M; Gneme, A; Guelbeogo, WM; Beavogui, AH; Traore, SF; Sagnon, N; Vernick, KD; Riehle, MM	10.3389/fmicb.2021.635772	FRONTIERS IN MICROBIOLOGY	2021	None	None
3202	Endophytic Bacillus Bacteria Living in Sugarcane Plant Tissues and Telchin licus licus Larvae (Drury) (Lepidoptera: Castniidae): The Symbiosis That May Open New Paths in the Biological Control	Rocha, FYO; Negrisoli, AS; de Matos, GF; Gitahy, PD; Rossi, CN; Vidal, MS; Baldani, JI	10.3389/fmicb.2021.659965	FRONTIERS IN MICROBIOLOGY	2021	None	None
3203	Gut microbiome modulates Drosophila aggression through octopamine signaling	Jia, YC; Jin, S; Hu, KK; Geng, L; Han, CH; Kang, RX; Pang, YX; Ling, EJ; Tan, EK; Pan, YF; Liu, W	10.1038/s41467-021-23041-y	NATURE COMMUNICATIONS	2021	None	None
3204	Inhibition of a nutritional endosymbiont by glyphosate abolishes mutualistic benefit on cuticle synthesis in Oryzaephilus surinamensis	Kiefer, JST; Batsukh, S; Bauer, E; Hirota, B; Weiss, B; Wierz, JC; Fukatsu, T; Kaltenpoth, M; Engl, T	10.1038/s42003-021-02057-6	COMMUNICATIONS BIOLOGY	2021	None	None
3205	Sex-Dependent Effects of the Microbiome on Foraging and Locomotion in Drosophila suzukii	Shu, RH; Hahn, DA; Jurkevitch, E; Liburd, OE; Yuval, B; Wong, ACN	10.3389/fmicb.2021.656406	FRONTIERS IN MICROBIOLOGY	2021	None	None
3206	Midgut bacterial diversity of a leaf-mining beetle, Dactylispa xanthospila (Gestro) (Coleoptera: Chrysomelidae: Cassidinae)	Cui, LX; Guo, QY; Wang, XX; Duffy, KJ; Dai, XH	10.3897/BDJ.9.e62843	BIODIVERSITY DATA JOURNAL	2021	None	None
3207	Isolation of the Buchnera aphidicola flagellum basal body complexes from the Buchnera membrane	Schepers, MJ; Yelland, JN; Moran, NA; Taylor, DW	10.1371/journal.pone.0245710	PLOS ONE	2021	None	None
3208	Pervasive effects of Wolbachia on host activity	Adame, MF; Santini, NS; Torres-Talamante, O; Rogers, K	10.1098/rsbl.2021.0052	BIOLOGY LETTERS	2021	None	None
3209	Synergistic action of the gut microbiota in environmental RNA interference in a leaf beetle	Xu, LT; Xu, SJ; Sun, LW; Zhang, YQ; Luo, J; Bock, R; Zhang, J	10.1186/s40168-021-01066-1	MICROBIOME	2021	None	None
3210	Bacteriophage-Host Association in the Phytoplasma Insect Vector Euscelidius variegatus	Vallino, M; Rossi, M; Ottati, S; Martino, G; Galetto, L; Marzachì, C; Abbà, S	10.3390/pathogens10050612	PATHOGENS	2021	None	None
3211	Genetic Technologies for Sustainable Management of Insect Pests and Disease Vectors	Grilli, S; Galizi, R; Taxiarchi, C	10.3390/su13105653	SUSTAINABILITY	2021	None	None
3212	The Impact of Microbiome and Microbiota-Derived Sodium Butyrate on Drosophila Transcriptome and Metabolome Revealed by Multi-Omics Analysis	Zhou, F; Liu, BD; Liu, X; Li, Y; Wang, LL; Huang, J; Luo, GZ; Wang, XY	10.3390/metabo11050298	METABOLITES	2021	None	None
3213	All That Glitters Is Not Gold: The Other Insects That Fall into the Asian Yellow-Legged Hornet Vespa velutina 'Specific' Traps	Sánchez, O; Arias, A	10.3390/biology10050448	BIOLOGY-BASEL	2021	None	None
3214	Bacterial Communities in Bacteriomes, Ovaries and Testes of three Geographical Populations of a Sap-Feeding Insect, Platypleura kaempferi (Hemiptera: Cicadidae)	Wang, DD; Liu, YX; Su, Y; Wei, C	10.1007/s00284-021-02435-7	CURRENT MICROBIOLOGY	2021	None	None
3215	A new symbiotic lineage related to Neisseria and Snodgrassella arises from the dynamic and diverse microbiomes in sucking lice	Ríhová, J; Batani, G; Rodríguez-Ruano, SM; Martinu, J; Vácha, F; Nováková, E; Hypsa, V	10.1111/mec.15866	MOLECULAR ECOLOGY	2021	None	None
3216	Efficacy of entomopathogens against Thaumatotibia leucotreta under laboratory conditions	Steyn, VM; Malan, AP; Addison, P	10.1111/eea.13044	ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA	2021	None	None
3217	Mechanistically comparing reproductive manipulations caused by selfish chromosomes and bacterial symbionts	Dalla Benetta, E; Akbari, OS; Ferree, PM	10.1038/s41437-021-00410-3	HEREDITY	2021	None	None
3218	Does getting defensive get you anywhere?-Seasonal balancing selection, temperature, and parasitoids shape real-world, protective endosymbiont dynamics in the pea aphid	Smith, AH; O'Connor, MP; Deal, B; Kotzer, C; Lee, A; Wagner, B; Joffe, J; Woloszynek, S; Oliver, KM; Russell, JA	10.1111/mec.15906	MOLECULAR ECOLOGY	2021	None	None
3219	Probiotics in Fish Nutrition-Long-Standing Household Remedy or Native Nutraceuticals?	Wuertz, S; Schroeder, A; Wanka, KM	10.3390/w13101348	WATER	2021	None	None
3220	Fungal mutualisms and pathosystems: life and death in the ambrosia beetle mycangia	Joseph, R; Keyhani, NO	10.1007/s00253-021-11268-0	APPLIED MICROBIOLOGY AND BIOTECHNOLOGY	2021	None	None
3221	The Termite Fungal Cultivar Termitomyces Combines Diverse Enzymes and Oxidative Reactions for Plant Biomass Conversion	Schalk, F; Gostincar, C; Kreuzenbeck, NB; Conlon, BH; Sommerwerk, E; Rabe, P; Burkhardt, I; Krüger, T; Kniemeyer, O; Brakhage, AA; Gunde-Cimerman, N; de Beer, ZW; Dickschat, JS; Poulsen, M; Beemelmanns, C	10.1128/mBio.03551-20	MBIO	2021	None	None
3222	Safety of Mealworm Meal in Layer Diets and their Influence on Gut Morphology	Stastnik, O; Novotny, J; Roztocilova, A; Kouril, P; Kumbar, V; Cernik, J; Kalhotka, L; Pavlata, L; Lacina, L; Mrkvicova, E	10.3390/ani11051439	ANIMALS	2021	None	None
3223	Plant-microbe interactions in response to grassland herbivory and nitrogen eutrophication	Sveen, TR; Netherway, T; Juhanson, J; Oja, J; Borgström, P; Viketoft, M; Strengbom, J; Bommarco, R; Clemmensen, K; Hallin, S; Bahram, M	10.1016/j.soilbio.2021.108208	SOIL BIOLOGY & BIOCHEMISTRY	2021	None	None
3224	Reduced Environmental Microbial Diversity on the Cuticle and in the Galleries of a Subterranean Termite Compared to Surrounding Soil	Aguero, CM; Eyer, PA; Crippen, TL; Vargo, EL	10.1007/s00248-020-01664-w	MICROBIAL ECOLOGY	2021	None	None
3225	Establishment and Maintenance of Gnotobiotic American Cockroaches (Periplaneta americana)	Dukes, HE; Dyer, JE; Ottesen, EA	10.3791/61316	JOVE-JOURNAL OF VISUALIZED EXPERIMENTS	2021	None	None
3226	Endophytic Strain Bacillus subtilis 26D Increases Levels of Phytohormones and Repairs Growth of Potato Plants after Colorado Potato Beetle Damage	Sorokan, A; Veselova, S; Benkovskaya, G; Maksimov, I	10.3390/plants10050923	PLANTS-BASEL	2021	None	None
3227	Relative contributions of egg-associated and substrate-associated microorganisms to black soldier fly larval performance and microbiota	Schreven, SJJ; de Vries, H; Hermes, GDA; Smidt, H; Dicke, M; van Loon, JJA	10.1093/femsec/fiab054	FEMS MICROBIOLOGY ECOLOGY	2021	None	None
3228	Virome Diversity among Mosquito Populations in a Sub-Urban Region of Marseille, France	Nebbak, A; Monteil-Bouchard, S; Berenger, JM; Almeras, L; Parola, P; Desnues, C	10.3390/v13050768	VIRUSES-BASEL	2021	None	None
3229	Three antimicrobials alter gut microbial communities and causing different mortality of brown planthopper, Nilaparvata lugens Stal	Song, Y; Shi, JT; Xiong, ZZ; Shentu, XP; Yu, XP	10.1016/j.pestbp.2021.104806	PESTICIDE BIOCHEMISTRY AND PHYSIOLOGY	2021	None	None
3230	The maternal foam plug constitutes a reservoir for the desert locust's bacterial symbionts	Lavy, O; Gophna, U; Ayali, A; Gihaz, S; Fishman, A; Gefen, E	10.1111/1462-2920.15448	ENVIRONMENTAL MICROBIOLOGY	2021	None	None
3231	Variable effects of mycorrhizal fungi on predator-prey dynamics under field conditions	Meier, AR; Hunter, MD	10.1111/1365-2656.13459	JOURNAL OF ANIMAL ECOLOGY	2021	None	None
3232	In-vitro evaluation of copper nanoparticles as a potential control agent against the fungal symbionts of the invasive ambrosia beetle Euwallacea fornicatus	Cruz, LF; Cruz, JC; Carrillo, D; Mtz-Enriquez, AI; Lamelas, A; Ibarra-Juarez, LA; Pariona, N	10.1016/j.cropro.2021.105564	CROP PROTECTION	2021	None	None
3233	Update on the intricate tango between tick microbiomes and tick-borne pathogens	Bonnet, SI; Pollet, T	10.1111/pim.12813	PARASITE IMMUNOLOGY	2021	None	None
3234	Invasion of an inconspicuous ambrosia beetle and fungus may affect wood decay in Southeastern North America	Hulcr, J; Gomez, DF; Skelton, J; Johnson, AJ; Adams, S; Li, Y; Jusino, MA; Smith, ME	10.1007/s10530-020-02448-6	BIOLOGICAL INVASIONS	2021	None	None
3235	Albumin Neutralizes Hydrophobic Toxins and Modulates Candida albicans Pathogenicity	Austermeier, S; Pekmezovic, M; Porschitz, P; Lee, S; Kichik, N; Moyes, DL; Ho, J; Kotowicz, NK; Naglik, JR; Hube, B; Gresnigt, MS	10.1128/mBio.00531-21	MBIO	2021	None	None
3236	Insights into Metabolic Changes Caused by the Trichoderma virens-Maize Root Interaction	Schweiger, R; Padilla-Arizmendi, F; Nogueira-López, G; Rostás, M; Lawry, R; Brown, C; Hampton, J; Steyaert, JM; Müller, C; Mendoza-Mendoza, A	10.1094/MPMI-04-20-0081-R	MOLECULAR PLANT-MICROBE INTERACTIONS	2021	None	None
3237	Female-biased sex allocation and lack of inbreeding avoidance in Cubitermes termites	Sinotte, VM; Conlon, BH; Seibel, E; Schwitalla, JW; de Beer, ZW; Poulsen, M; Bos, N	10.1002/ece3.7462	ECOLOGY AND EVOLUTION	2021	None	None
3238	Prevalence of maternally-inherited bacteria in native and invasive populations of the harlequin ladybird beetle Harmonia axyridis	Li, HR; Shu, XH; Meng, L; Zhou, XG; Obrycki, JJ; Li, BP	10.1007/s10530-020-02451-x	BIOLOGICAL INVASIONS	2021	None	None
3239	A switch of microbial flora coupled with ontogenetic niche shift in Leptinotarsa decemlineata	Kang, WN; Jin, L; Fu, KY; Guo, WC; Li, GQ	10.1002/arch.21782	ARCHIVES OF INSECT BIOCHEMISTRY AND PHYSIOLOGY	2021	None	None
3240	Host Species and Geography Differentiate Honeybee Gut Bacterial Communities by Changing the Relative Contribution of Community Assembly Processes	Ge, Y; Jing, ZW; Diao, QY; He, JZ; Liu, YJ	10.1128/mBio.00751-21	MBIO	2021	None	None
3241	Cycad-Weevil Pollination Symbiosis Is Characterized by Rapidly Evolving and Highly Specific Plant-Insect Chemical Communication	Salzman, S; Crook, D; Calonje, M; Stevenson, DW; Pierce, NE; Hopkins, R	10.3389/fpls.2021.639368	FRONTIERS IN PLANT SCIENCE	2021	None	None
3242	Taxonomic revision of the Phanaeus endymion species group (Coleoptera: Scarabaeidae), with the descriptions of five new species	Moctezuma, V; Halffter, G	10.5852/ejt.2021.747.1333	EUROPEAN JOURNAL OF TAXONOMY	2021	None	None
3243	Nutrient-Poor Breeding Substrates of Ambrosia Beetles Are Enriched With Biologically Important Elements	Lehenberger, M; Foh, N; Göttlein, A; Six, D; Biedermann, PHW	10.3389/fmicb.2021.664542	FRONTIERS IN MICROBIOLOGY	2021	None	None
3244	New Role for a Commercially Available Bioinsecticide: Bacillus thuringiensis Berliner Biodegrades the Pyrethroid Cypermethrin	Birolli, WG; dos Santos, A; Pilau, E; Rodrigues-Filho, E	10.1021/acs.est.0c06907	ENVIRONMENTAL SCIENCE & TECHNOLOGY	2021	None	None
3245	Metagenomic shotgun sequencing reveals host species as an important driver of virome composition in mosquitoes	Thongsripong, P; Chandler, JA; Kittayapong, P; Wilcox, BA; Kapan, DD; Bennett, SN	10.1038/s41598-021-87122-0	SCIENTIFIC REPORTS	2021	None	None
3246	Benefits to Plant Health and Productivity From Enhancing Plant Microbial Symbionts	Harman, G; Khadka, R; Doni, F; Uphoff, N	10.3389/fpls.2020.610065	FRONTIERS IN PLANT SCIENCE	2021	None	None
3247	Foliar Aphid Herbivory Alters the Tomato Rhizosphere Microbiome, but Initial Soil Community Determines the Legacy Effects	French, E; Kaplan, I; Enders, L	10.3389/fsufs.2021.629684	FRONTIERS IN SUSTAINABLE FOOD SYSTEMS	2021	None	None
3248	Mosquito Trilogy: Microbiota, Immunity and Pathogens, and Their Implications for the Control of Disease Transmission	Gabrieli, P; Caccia, S; Varotto-Boccazzi, I; Arnoldi, I; Barbieri, G; Comandatore, F; Epis, S	10.3389/fmicb.2021.630438	FRONTIERS IN MICROBIOLOGY	2021	None	None
3249	Regulatory mechanisms of microbial homeostasis in insect gut	Bai, S; Yao, ZC; Raza, MF; Cai, ZH; Zhang, HY	10.1111/1744-7917.12868	INSECT SCIENCE	2021	None	None
3250	The Insect Pest Control Laboratory of the Joint FAO/IAEA Programme: Ten Years (2010-2020) of Research and Development, Achievements and Challenges in Support of the Sterile Insect Technique	Vreysen, MJB; Abd-Alla, AMM; Bourtzis, K; Bouyer, J; Caceres, C; de Beer, C; Carvalho, DO; Maiga, H; Mamai, W; Nikolouli, K; Yamada, H; Pereira, R	10.3390/insects12040346	INSECTS	2021	None	None
3251	Population dynamics, hunting nature on insect pests and existence of symbiotic bacterial microbes among leading transgenic cotton spiders	Nasir, M; Zhao, CC; Luo, JY; Zhu, XZ; Gao, XK; Iqbal, MF; Ji, JC; Zhang, S; Cui, JJ	10.1016/j.aspen.2021.01.002	JOURNAL OF ASIA-PACIFIC ENTOMOLOGY	2021	None	None
3252	Host-Plant Induced Shifts in Microbial Community Structure in Small Brown Planthopper, Laodelphax striatellus (Homoptera: Delphacidae)	Pan, HB; Li, MY; Wu, W; Wang, ZL; Yu, XP	10.1093/jee/toaa316	JOURNAL OF ECONOMIC ENTOMOLOGY	2021	None	None
3253	A simple PCR-based approach for rapid detection ofIps typographusandIps duplicatusin the presence of (associated) symbionts and parasites	Becker, M; König, S; Hoppe, B	10.1007/s41348-020-00388-w	JOURNAL OF PLANT DISEASES AND PROTECTION	2021	None	None
3254	Host evolutionary relationships explain tree mortality caused by a generalist pest-pathogen complex	Lynch, SC; Eskalen, A; Gilbert, GS	10.1111/eva.13182	EVOLUTIONARY APPLICATIONS	2021	None	None
3255	(More than) Hitchhikers through the network: The shared microbiome of bees and flowers	Keller, A; McFrederick, QS; Dharampal, P; Steffan, S; Danforth, BN; Leonhardt, SD	10.1016/j.cois.2020.09.007	CURRENT OPINION IN INSECT SCIENCE	2021	None	None
